post_id,title,category,score,num_comments,author,collected_at,engagement,is_popular
47541746,Show HN: Forkrun – NUMA-aware shell parallelizer (50×–400× faster than parallel),worldnews,149,41,jkool702,2026-04-03 21:06:15,0.2733333333333333,False
47577761,Fedware: Government apps that spy harder than the apps they ban,worldnews,680,278,speckx,2026-04-03 21:06:25,0.40822320117474303,True
47578086,Vulnerability research is cooked,science,256,168,pedro84,2026-04-03 21:06:31,0.6536964980544747,True
47588349,GitHub Monaspace Case Study,science,146,49,homebrewer,2026-04-03 21:06:53,0.3333333333333333,False
47586614,Open source CAD in the browser (Solvespace),science,369,125,phkahler,2026-04-03 21:06:54,0.33783783783783783,True
47603966,Show HN: Flight-Viz – 10K flights on a 3D globe in 3.5MB of Rust+WASM,entertainment,85,45,coolwulf,2026-04-03 21:07:03,0.5232558139534884,False
47572878,How-to guide: Commissioning a Sensor Physics R&D Lab,science,42,4,MagneLauritzen,2026-04-03 21:07:05,0.09302325581395349,False
47613156,ReactOS Shows Improved Stability and 64-Bit Support at Chemnitz Linux Days 2026,entertainment,68,25,jeditobe,2026-04-03 21:07:26,0.36231884057971014,False
47566143,My MacBook keyboard is broken and it's insanely expensive to fix,entertainment,381,535,TobiasBerg,2026-04-03 21:07:31,1.4005235602094241,True
47548164,"Researchers find 3,500-year-old loom that reveals textile revolution",science,132,20,geox,2026-04-03 21:07:43,0.15037593984962405,False
47578572,Turning a MacBook into a touchscreen with $1 of hardware (2018),worldnews,407,231,HughParry,2026-04-03 21:07:59,0.5661764705882353,True
47562342,Digitizing photos from the 1998 Game Boy Camera,sports,68,15,rockbruno,2026-04-03 21:08:01,0.21739130434782608,False
47620867,Proton Workspace: An encrypted suite for team collaboration,sports,26,3,teekert,2026-04-03 21:08:13,0.1111111111111111,False
47613668,Show HN: Abject: the first self-aware object runtime,worldnews,9,2,mempko,2026-04-03 21:08:21,0.2,False
47617630,"Show HN: Mac-hardware toys, control your Mac's hardware like a modular synth",worldnews,5,1,nikisweeting,2026-04-03 21:08:23,0.16666666666666666,False
47555035,"Show HN: Loreline, narrative language transpiled via Haxe: C++/C#/JS/Java/Py/Lua",entertainment,73,21,jeremyfa,2026-04-03 21:08:24,0.28378378378378377,False
47588324,Show HN: Sundial – a new way to look at a weather forecast,entertainment,61,26,izaidi,2026-04-03 21:09:51,0.41935483870967744,False
47601310,"Iran war sparks renewables boom as Europeans rush to buy solar, heat pumps, EVs",worldnews,85,116,vrganj,2026-04-03 21:09:52,1.3488372093023255,False
47609883,"Salomi, a research repo on extreme low-bit transformer quantization",science,12,4,Edward9055,2026-04-03 21:09:53,0.3076923076923077,False
47620442,NASA: Artemis II Real time tracking with multiple views,science,10,0,ColinWright,2026-04-03 21:10:03,0.0,False
47609372,"Show HN: Semantic atlas of 188 constitutions in 3D (30k articles, embeddings)",entertainment,10,4,joaoli131,2026-04-03 21:10:10,0.36363636363636365,False
47616475,Haunting Photos Show the Aftermath of the Kursk Submarine Disaster in 2000,entertainment,29,0,mooreds,2026-04-03 21:10:17,0.0,False
47575403,CodingFont: A game to help you pick a coding font,sports,491,236,nvahalik,2026-04-03 21:10:21,0.4796747967479675,True
47609725,Show HN: NASA Artemis II Mission Timeline Tracker,science,92,16,AustinDev,2026-04-03 21:10:25,0.17204301075268819,False
47557299,Hardware Image Compression,worldnews,73,15,luu,2026-04-03 21:10:31,0.20270270270270271,False
47612035,UK Government unveils rules to end subscription traps,worldnews,25,6,_____k,2026-04-03 21:10:54,0.23076923076923078,False
47585860,"In Expanding de Sitter Space, Quantum Mechanics Gets More Elusive",science,32,2,pseudolus,2026-04-03 21:11:12,0.06060606060606061,False
47575061,"Show HN: QWERTY mini Pro – Why a 2-row, 16-key keyboard works better",entertainment,8,8,QWERTYmini,2026-04-03 21:11:20,0.8888888888888888,False
47558094,Show HN: QuickBEAM – run JavaScript as supervised Erlang/OTP processes,entertainment,111,16,dannote,2026-04-03 21:11:35,0.14285714285714285,False
47540833,Hold on to Your Hardware,worldnews,661,533,LucidLynx,2026-04-03 21:11:49,0.8051359516616314,True
47607775,"""Special 301"" Comments on Nintendo Game Piracy in Asia and Latin America (1994)",sports,7,0,Lammy,2026-04-03 21:12:25,0.0,False
